x,y,unit,STRATUM,Year,UNIT
-144.26523437385,64.0302643279243,11,16,1983,0
-144.26523437385,64.0389375557121,11,15,1983,0
-144.26523437385,64.0476107834998,11,15,1983,0
-144.26523437385,64.0562840112875,11,10,1983,0
-144.26523437385,64.0649572390752,11,7,1983,0
-144.273907601638,63.796087177656,11,3,2013,0
-144.273907601638,63.8047604054437,11,16,1983,0
-144.273907601638,63.9001659111086,11,35,1983,0
-144.273907601638,63.9088391388963,11,30,1983,0
-144.273907601638,63.917512366684,11,30,1983,0
-144.273907601638,63.9261855944717,11,12,1983,0
-144.273907601638,63.9348588222595,11,12,1983,0
-144.273907601638,63.9435320500472,11,12,1983,0
-144.273907601638,63.9522052778349,11,16,1983,0
-144.273907601638,63.9608785056226,11,16,1983,0
-144.273907601638,63.9695517334103,11,16,1983,0
-144.273907601638,63.978224961198,11,16,1983,0
-144.273907601638,63.9868981889858,11,7,1983,0
-144.273907601638,63.9955714167735,11,7,1983,0
-144.273907601638,64.0042446445612,11,16,1983,0
-144.273907601638,64.0129178723489,11,20,1983,0
-144.273907601638,64.0215911001366,11,15,1983,0
-144.273907601638,64.0302643279243,11,16,1983,0
-144.273907601638,64.0389375557121,11,15,1983,0
-144.273907601638,64.0476107834998,11,15,1983,0
-144.273907601638,64.0562840112875,11,10,1983,0
-144.273907601638,64.0649572390752,11,12,1983,0
-144.282580829425,63.8047604054437,11,16,2013,0
-144.282580829425,63.9001659111086,11,35,1983,0
-144.282580829425,63.9088391388963,11,16,1983,0
-144.282580829425,63.917512366684,11,30,1983,0
-144.282580829425,63.9261855944717,11,20,1983,0
-144.282580829425,63.9348588222595,11,12,1983,0
-144.282580829425,63.9435320500472,11,12,1983,0
-144.282580829425,63.9522052778349,11,35,1983,0
-144.282580829425,63.9608785056226,11,15,1983,0
-144.282580829425,63.9695517334103,11,16,1983,0
-144.282580829425,63.978224961198,11,16,1983,0
-144.282580829425,63.9868981889858,11,7,1983,0
-144.282580829425,63.9955714167735,11,7,1983,0
-144.282580829425,64.0042446445612,11,16,1983,0
-144.282580829425,64.0129178723489,11,20,1983,0
-144.282580829425,64.0215911001366,11,15,1983,0
-144.282580829425,64.0302643279243,11,16,1983,0
-144.282580829425,64.0389375557121,11,15,1983,0
-144.282580829425,64.0476107834998,11,15,1983,0
-144.282580829425,64.0562840112875,11,10,1983,0
-144.282580829425,64.0649572390752,11,5,1983,0
-144.291254057213,63.8047604054437,11,3,2013,0
-144.291254057213,63.9001659111086,11,30,1983,0
-144.291254057213,63.9088391388963,11,35,1983,0
-144.291254057213,63.917512366684,11,15,1983,0
-144.291254057213,63.9261855944717,11,16,1983,0
-144.291254057213,63.9348588222595,11,12,1983,0
-144.291254057213,63.9435320500472,11,12,1983,0
-144.291254057213,63.9522052778349,11,16,1983,0
-144.291254057213,63.9608785056226,11,16,1983,0
-144.291254057213,63.9695517334103,11,10,1983,0
-144.291254057213,63.978224961198,11,10,1983,0
-144.291254057213,63.9868981889858,11,7,1983,0
-144.291254057213,63.9955714167735,11,16,1983,0
-144.291254057213,64.0042446445612,11,16,1983,0
-144.291254057213,64.0129178723489,11,20,1983,0
-144.291254057213,64.0215911001366,11,15,1983,0
-144.291254057213,64.0302643279243,11,16,1983,0
-144.291254057213,64.0389375557121,11,15,1983,0
-144.291254057213,64.0476107834998,11,7,1983,0
-144.291254057213,64.0562840112875,11,20,1983,0
-144.291254057213,64.0649572390752,11,16,1983,0
-144.299927285001,63.8047604054437,11,5,2013,0
-144.299927285001,63.9001659111086,11,16,1983,0
-144.299927285001,63.9088391388963,11,30,1983,0
-144.299927285001,63.917512366684,11,16,1983,0
-144.299927285001,63.9261855944717,11,16,1983,0
-144.299927285001,63.9348588222595,11,12,1983,0
-144.299927285001,63.9435320500472,11,15,1983,0
-144.299927285001,63.9522052778349,11,16,1983,0
-144.299927285001,63.9608785056226,11,16,1983,0
-144.299927285001,63.9695517334103,11,10,1983,0
-144.299927285001,63.978224961198,11,16,1983,0
-144.299927285001,63.9868981889858,11,16,1983,0
-144.299927285001,63.9955714167735,11,16,1983,0
-144.299927285001,64.0042446445612,11,16,1983,0
-144.299927285001,64.0129178723489,11,20,1983,0
-144.299927285001,64.0215911001366,11,15,1983,0
-144.299927285001,64.0302643279243,11,16,1983,0
-144.299927285001,64.0389375557121,11,15,1983,0
-144.299927285001,64.0476107834998,11,12,1983,0
-144.299927285001,64.0562840112875,11,16,1983,0
-144.299927285001,64.0649572390752,11,20,1983,0
-144.308600512789,63.7613942665051,11,20,2013,0
-144.308600512789,63.796087177656,11,20,1983,0
-144.308600512789,63.8047604054437,11,3,2013,0
-144.308600512789,63.9001659111086,11,12,2013,0
-144.308600512789,63.9088391388963,11,12,1983,0
-144.308600512789,63.917512366684,11,16,1983,0
-144.308600512789,63.9261855944717,11,16,1983,0
-144.308600512789,63.9348588222595,11,12,1983,0
-144.308600512789,63.9435320500472,11,15,1983,0
-144.308600512789,63.9522052778349,11,16,1983,0
-144.308600512789,63.9608785056226,11,16,1983,0
-144.308600512789,63.9695517334103,11,16,1983,0
-144.308600512789,63.978224961198,11,16,1983,0
-144.308600512789,63.9868981889858,11,16,1983,0
-144.308600512789,63.9955714167735,11,12,1983,0
-144.308600512789,64.0042446445612,11,16,1983,0
-144.308600512789,64.0129178723489,11,16,1983,0
-144.308600512789,64.0215911001366,11,15,1983,0
-144.308600512789,64.0302643279243,11,15,1983,0
-144.308600512789,64.0389375557121,11,16,1983,0
-144.308600512789,64.0476107834998,11,20,1983,0
-144.308600512789,64.0562840112875,11,20,1983,0
-144.308600512789,64.0649572390752,11,20,1983,0
-144.317273740576,63.7613942665051,11,20,2013,0
-144.317273740576,63.7700674942928,11,5,2013,0
-144.317273740576,63.7787407220805,11,20,1983,0
-144.317273740576,63.7874139498683,11,16,2013,0
-144.317273740576,63.796087177656,11,5,2013,0
-144.317273740576,63.8047604054437,11,5,2013,0
-144.317273740576,63.9001659111086,11,12,2013,0
-144.317273740576,63.9088391388963,11,35,1983,0
-144.317273740576,63.917512366684,11,16,1983,0
-144.317273740576,63.9261855944717,11,12,1983,0
-144.317273740576,63.9348588222595,11,12,1983,0
-144.317273740576,63.9435320500472,11,30,1983,0
-144.317273740576,63.9522052778349,11,16,1983,0
-144.317273740576,63.9608785056226,11,12,1983,0
-144.317273740576,63.9695517334103,11,16,1983,0
-144.317273740576,63.978224961198,11,12,1983,0
-144.317273740576,63.9868981889858,11,16,1983,0
-144.317273740576,63.9955714167735,11,16,1983,0
-144.317273740576,64.0042446445612,11,16,1983,0
-144.317273740576,64.0129178723489,11,16,1983,0
-144.317273740576,64.0215911001366,11,15,1983,0
-144.317273740576,64.0302643279243,11,15,1983,0
-144.317273740576,64.0389375557121,11,16,1983,0
-144.317273740576,64.0476107834998,11,20,1983,0
-144.317273740576,64.0562840112875,11,20,1983,0
-144.317273740576,64.0649572390752,11,15,1983,0
-144.325946968364,63.7613942665051,11,20,1983,0
-144.325946968364,63.7700674942928,11,5,1983,0
-144.325946968364,63.7787407220805,11,20,1983,0
-144.325946968364,63.7874139498683,11,16,2013,0
-144.325946968364,63.796087177656,11,3,2013,0
-144.325946968364,63.8047604054437,11,3,2013,0
-144.325946968364,63.9001659111086,11,12,1983,0
-144.325946968364,63.9088391388963,11,35,1983,0
-144.325946968364,63.917512366684,11,16,1983,0
-144.325946968364,63.9261855944717,11,12,1983,0
-144.325946968364,63.9348588222595,11,12,1983,0
-144.325946968364,63.9435320500472,11,10,1983,0
-144.325946968364,63.9608785056226,11,12,1983,0
-144.325946968364,63.9695517334103,11,16,1983,0
-144.325946968364,63.978224961198,11,16,1983,0
-144.325946968364,63.9868981889858,11,12,1983,0
-144.325946968364,63.9955714167735,11,7,1983,0
-144.325946968364,64.0042446445612,11,20,1983,0
-144.325946968364,64.0129178723489,11,35,1983,0
-144.325946968364,64.0215911001366,11,15,1983,0
-144.325946968364,64.0302643279243,11,15,1983,0
-144.325946968364,64.0389375557121,11,12,1983,0
-144.325946968364,64.0476107834998,11,20,1983,0
-144.325946968364,64.0562840112875,11,20,1983,0
-144.325946968364,64.0649572390752,11,7,1983,0
-144.334620196152,63.7527210387174,11,20,2013,0
-144.334620196152,63.7613942665051,11,20,1983,0
-144.334620196152,63.7700674942928,11,3,2013,0
-144.334620196152,63.7787407220805,11,20,1983,0
-144.334620196152,63.7874139498683,11,16,1983,0
-144.334620196152,63.796087177656,11,5,2013,0
-144.334620196152,63.8047604054437,11,3,2013,0
-144.334620196152,63.9868981889858,11,12,1983,0
-144.334620196152,63.9955714167735,11,7,1983,0
-144.334620196152,64.0042446445612,11,7,1983,0
-144.334620196152,64.0129178723489,11,20,1983,0
-144.334620196152,64.0215911001366,11,15,1983,0
-144.334620196152,64.0302643279243,11,15,1983,0
-144.334620196152,64.0389375557121,11,10,1983,0
-144.334620196152,64.0476107834998,11,16,1983,0
-144.334620196152,64.0562840112875,11,7,1983,0
-144.334620196152,64.0649572390752,11,16,1983,0
-144.343293423939,63.7006816719911,10C,16,1983,3
-144.343293423939,63.7180281275665,10D,15,2013,0
-144.343293423939,63.7527210387174,11,12,2013,0
-144.343293423939,63.7613942665051,11,3,2013,0
-144.343293423939,63.7700674942928,11,3,2013,0
-144.343293423939,63.7787407220805,11,16,2013,0
-144.343293423939,63.7874139498683,11,16,1983,0
-144.343293423939,63.796087177656,11,3,2013,0
-144.343293423939,63.8047604054437,11,16,1983,0
-144.343293423939,63.8134336332314,11,3,2013,0
-144.343293423939,63.8221068610191,11,15,2013,0
-144.343293423939,63.8394533165946,11,5,2013,0
-144.343293423939,63.8481265443823,11,10,2013,0
-144.343293423939,63.85679977217,11,16,2013,0
-144.343293423939,63.8741462277454,11,16,2013,0
-144.343293423939,63.8828194555332,11,9,2013,0
-144.343293423939,63.9868981889858,11,20,1983,0
-144.343293423939,63.9955714167735,11,16,1983,0
-144.343293423939,64.0042446445612,11,16,1983,0
-144.343293423939,64.0129178723489,11,2,1983,0
-144.343293423939,64.0215911001366,11,14,1983,0
-144.343293423939,64.0302643279243,11,16,1983,0
-144.343293423939,64.0389375557121,11,9,1983,0
-144.343293423939,64.0476107834998,11,15,1983,0
-144.343293423939,64.0562840112875,11,7,1983,0
-144.343293423939,64.0649572390752,11,12,1983,0
-144.351966651727,63.7006816719911,10C,16,1983,3
-144.351966651727,63.7093548997788,10C,1,2013,3
-144.351966651727,63.7180281275665,10D,15,2013,0
-144.351966651727,63.7527210387174,11,20,2013,0
-144.351966651727,63.7613942665051,11,5,2013,0
-144.351966651727,63.7700674942928,11,7,2013,0
-144.351966651727,63.7787407220805,11,16,1983,0
-144.351966651727,63.7874139498683,11,16,1983,0
-144.351966651727,63.796087177656,11,15,2013,0
-144.351966651727,63.8047604054437,11,16,2013,0
-144.351966651727,63.8134336332314,11,3,2013,0
-144.351966651727,63.8221068610191,11,15,1983,0
-144.351966651727,63.8307800888068,11,20,1983,0
-144.351966651727,63.8394533165946,11,3,2013,0
-144.351966651727,63.8481265443823,11,5,2013,0
-144.351966651727,63.85679977217,11,3,2013,0
-144.351966651727,63.8654729999577,11,11,2013,0
-144.351966651727,63.8741462277454,11,11,2013,0
-144.351966651727,63.8828194555332,11,3,2013,0
-144.351966651727,63.8914926833209,11,9,2013,0
-144.351966651727,63.9868981889858,11,12,2013,0
-144.351966651727,63.9955714167735,11,16,1983,0
-144.351966651727,64.0042446445612,11,16,1983,0
-144.351966651727,64.0129178723489,11,20,1983,0
-144.351966651727,64.0215911001366,11,12,1983,0
-144.351966651727,64.0302643279243,11,16,1983,0
-144.351966651727,64.0389375557121,11,20,1983,0
-144.351966651727,64.0476107834998,11,12,1983,0
-144.351966651727,64.0562840112875,11,12,1983,0
-144.351966651727,64.0649572390752,11,12,1983,0
-144.360639879515,63.7006816719911,10C,16,1983,3
-144.360639879515,63.7093548997788,10C,60,1983,3
-144.360639879515,63.7180281275665,10D,15,2013,0
-144.360639879515,63.7527210387174,11,15,1983,0
-144.360639879515,63.7613942665051,11,16,1983,0
-144.360639879515,63.7700674942928,11,5,2013,0
-144.360639879515,63.7787407220805,11,3,2013,0
-144.360639879515,63.7874139498683,11,5,2013,0
-144.360639879515,63.796087177656,11,15,2013,0
-144.360639879515,63.8047604054437,11,15,2013,0
-144.360639879515,63.8134336332314,11,3,2013,0
-144.360639879515,63.8221068610191,11,16,1983,0
-144.360639879515,63.8307800888068,11,20,1983,0
-144.360639879515,63.8394533165946,11,16,1983,0
-144.360639879515,63.8481265443823,11,16,1983,0
-144.360639879515,63.85679977217,11,16,1983,0
-144.360639879515,63.8654729999577,11,16,2013,0
-144.360639879515,63.8741462277454,11,11,2013,0
-144.360639879515,63.8828194555332,11,2,2013,0
-144.360639879515,63.8914926833209,11,30,2013,0
-144.360639879515,63.9868981889858,11,16,1983,0
-144.360639879515,63.9955714167735,11,12,1983,0
-144.360639879515,64.0042446445612,11,16,1983,0
-144.360639879515,64.0129178723489,11,20,1983,0
-144.360639879515,64.0215911001366,11,16,1983,0
-144.360639879515,64.0302643279243,11,20,1983,0
-144.360639879515,64.0389375557121,11,20,1983,0
-144.360639879515,64.0476107834998,11,7,1983,0
-144.360639879515,64.0562840112875,11,7,1983,0
-144.360639879515,64.0649572390752,11,10,1983,0
-144.369313107303,63.7006816719911,10C,16,1983,3
-144.369313107303,63.7093548997788,10C,1,1983,3
-144.369313107303,63.7180281275665,10D,3,2013,0
-144.369313107303,63.7527210387174,11,5,2013,0
-144.369313107303,63.7613942665051,11,16,2013,0
-144.369313107303,63.7700674942928,11,16,2013,0
-144.369313107303,63.7787407220805,11,3,2013,0
-144.369313107303,63.7874139498683,11,3,2013,0
-144.369313107303,63.796087177656,11,12,2013,0
-144.369313107303,63.8047604054437,11,15,2013,0
-144.369313107303,63.8134336332314,11,3,2013,0
-144.369313107303,63.8221068610191,11,16,2013,0
-144.369313107303,63.8307800888068,11,20,1983,0
-144.369313107303,63.8394533165946,11,16,1983,0
-144.369313107303,63.8481265443823,11,16,1983,0
-144.369313107303,63.85679977217,11,16,2013,0
-144.369313107303,63.8654729999577,11,4,2013,0
-144.369313107303,63.8741462277454,11,4,2013,0
-144.369313107303,63.8828194555332,11,10,2013,0
-144.369313107303,63.8914926833209,11,16,1983,0
-144.369313107303,63.9868981889858,11,16,1983,0
-144.369313107303,63.9955714167735,11,12,1983,0
-144.369313107303,64.0042446445612,11,16,1983,0
-144.369313107303,64.0129178723489,11,20,1983,0
-144.369313107303,64.0215911001366,11,16,1983,0
-144.369313107303,64.0302643279243,11,16,1983,0
-144.369313107303,64.0389375557121,11,12,1983,0
-144.369313107303,64.0476107834998,11,7,1983,0
-144.369313107303,64.0562840112875,11,7,1983,0
-144.369313107303,64.0649572390752,11,16,1983,0
-144.37798633509,63.6920084442034,10C,20,1983,3
-144.37798633509,63.7006816719911,10C,16,1983,3
-144.37798633509,63.7093548997788,10C,60,1983,3
-144.37798633509,63.7180281275665,10D,5,2013,0
-144.37798633509,63.7527210387174,11,5,2013,0
-144.37798633509,63.7613942665051,11,5,2013,0
-144.37798633509,63.7700674942928,11,3,2013,0
-144.37798633509,63.7787407220805,11,3,2013,0
-144.37798633509,63.7874139498683,11,15,2013,0
-144.37798633509,63.796087177656,11,12,2013,0
-144.37798633509,63.8047604054437,11,12,2013,0
-144.37798633509,63.8134336332314,11,16,1983,0
-144.37798633509,63.8221068610191,11,16,2013,0
-144.37798633509,63.8307800888068,11,20,1983,0
-144.37798633509,63.8394533165946,11,16,1983,0
-144.37798633509,63.8481265443823,11,12,2013,0
-144.37798633509,63.85679977217,11,4,2013,0
-144.37798633509,63.8654729999577,11,4,2013,0
-144.37798633509,63.8741462277454,11,9,2013,0
-144.37798633509,63.8828194555332,11,2,2013,0
-144.37798633509,63.8914926833209,11,16,1983,0
-144.37798633509,63.9868981889858,11,7,2013,0
-144.37798633509,63.9955714167735,11,12,2013,0
-144.37798633509,64.0042446445612,11,16,1983,0
-144.37798633509,64.0129178723489,11,20,1983,0
-144.37798633509,64.0215911001366,11,20,1983,0
-144.37798633509,64.0302643279243,11,20,1983,0
-144.37798633509,64.0389375557121,11,7,1983,0
-144.37798633509,64.0476107834998,11,12,1983,0
-144.37798633509,64.0562840112875,11,12,1983,0
-144.37798633509,64.0649572390752,11,12,2013,0
-144.386659562878,63.6920084442034,10C,20,1983,3
-144.386659562878,63.7006816719911,10C,16,1983,3
-144.386659562878,63.7093548997788,10C,60,2013,3
-144.386659562878,63.7180281275665,10D,3,2013,0
-144.386659562878,63.7613942665051,11,5,2013,0
-144.386659562878,63.7700674942928,11,3,2013,0
-144.386659562878,63.7787407220805,11,3,2013,0
-144.386659562878,63.7874139498683,11,3,2013,0
-144.386659562878,63.796087177656,11,9,2013,0
-144.386659562878,63.8047604054437,11,16,2013,0
-144.386659562878,63.8134336332314,11,2,2013,0
-144.386659562878,63.8221068610191,11,20,1983,0
-144.386659562878,63.8307800888068,11,20,1983,0
-144.386659562878,63.8394533165946,11,16,1983,0
-144.386659562878,63.8481265443823,11,12,2013,0
-144.386659562878,63.85679977217,11,3,2013,0
-144.386659562878,63.8654729999577,11,16,1983,0
-144.386659562878,63.8741462277454,11,11,2013,0
-144.386659562878,63.8828194555332,11,16,1983,0
-144.386659562878,63.8914926833209,11,16,2013,0
-144.386659562878,63.9868981889858,11,7,2013,0
-144.386659562878,63.9955714167735,11,12,2013,0
-144.386659562878,64.0042446445612,11,12,1983,0
-144.386659562878,64.0129178723489,11,16,1983,0
-144.386659562878,64.0215911001366,11,16,1983,0
-144.386659562878,64.0302643279243,11,16,1983,0
-144.386659562878,64.0389375557121,11,20,1983,0
-144.386659562878,64.0476107834998,11,20,1983,0
-144.386659562878,64.0562840112875,11,7,1983,0
-144.386659562878,64.0649572390752,11,12,2013,0
-144.395332790666,63.6920084442034,10C,16,1983,3
-144.395332790666,63.7006816719911,10C,15,1983,3
-144.395332790666,63.7093548997788,10C,15,2013,3
-144.395332790666,63.7180281275665,10D,3,2013,0
-144.395332790666,63.7613942665051,11,16,1983,0
-144.395332790666,63.7700674942928,11,1,2013,0
-144.395332790666,63.7787407220805,11,16,2013,0
-144.395332790666,63.7874139498683,11,3,2013,0
-144.395332790666,63.796087177656,11,10,2013,0
-144.395332790666,63.8047604054437,11,1,2013,0
-144.395332790666,63.8134336332314,11,9,2013,0
-144.395332790666,63.8221068610191,11,20,1983,0
-144.395332790666,63.8307800888068,11,20,1983,0
-144.395332790666,63.8394533165946,11,20,1983,0
-144.395332790666,63.8481265443823,11,5,2013,0
-144.395332790666,63.85679977217,11,3,2013,0
-144.395332790666,63.8654729999577,11,16,2013,0
-144.395332790666,63.8741462277454,11,3,2013,0
-144.395332790666,63.8828194555332,11,16,2013,0
-144.395332790666,63.8914926833209,11,16,2013,0
-144.395332790666,63.9868981889858,11,7,2013,0
-144.395332790666,63.9955714167735,11,7,2013,0
-144.395332790666,64.0129178723489,11,16,1983,0
-144.395332790666,64.0215911001366,11,16,1983,0
-144.395332790666,64.0302643279243,11,16,1983,0
-144.395332790666,64.0389375557121,11,7,1983,0
-144.395332790666,64.0476107834998,11,7,1983,0
-144.395332790666,64.0562840112875,11,7,1983,0
-144.395332790666,64.0649572390752,11,20,1983,0
-144.404006018453,63.6920084442034,10C,20,1983,3
-144.404006018453,63.7006816719911,10C,30,1983,3
-144.404006018453,63.7093548997788,10D,15,2013,3
-144.404006018453,63.7180281275665,10C,3,2013,0
-144.404006018453,63.7527210387174,11,16,1983,0
-144.404006018453,63.7613942665051,11,3,2013,0
-144.404006018453,63.7700674942928,11,3,2013,0
-144.404006018453,63.7787407220805,11,3,2013,0
-144.404006018453,63.7874139498683,11,3,2013,0
-144.404006018453,63.796087177656,11,3,2013,0
-144.404006018453,63.8047604054437,11,1,2013,0
-144.404006018453,63.8134336332314,11,16,2013,0
-144.404006018453,63.8221068610191,11,16,2013,0
-144.404006018453,63.8307800888068,11,16,1983,0
-144.404006018453,63.8394533165946,11,16,1983,0
-144.404006018453,63.8481265443823,11,16,2013,0
-144.404006018453,63.85679977217,11,5,2013,0
-144.404006018453,63.8654729999577,11,9,2013,0
-144.404006018453,63.8741462277454,11,16,1983,0
-144.404006018453,63.8828194555332,11,16,2013,0
-144.404006018453,63.8914926833209,11,3,2013,0
-144.404006018453,63.9868981889858,11,7,2013,0
-144.404006018453,63.9955714167735,11,7,2013,0
-144.404006018453,64.0302643279243,11,7,2013,0
-144.404006018453,64.0389375557121,11,7,1983,0
-144.404006018453,64.0476107834998,11,7,1983,0
-144.404006018453,64.0562840112875,11,20,1983,0
-144.404006018453,64.0649572390752,11,20,1983,0
-144.412679246241,63.6920084442034,10C,16,1983,3
-144.412679246241,63.7006816719911,10C,13,2013,3
-144.412679246241,63.7093548997788,10C,1,2013,3
-144.412679246241,63.7180281275665,10C,3,2013,0
-144.412679246241,63.7527210387174,11,16,1983,0
-144.412679246241,63.7613942665051,11,1,2013,0
-144.412679246241,63.7700674942928,11,3,2013,0
-144.412679246241,63.7787407220805,11,3,2013,0
-144.412679246241,63.7874139498683,11,3,2013,0
-144.412679246241,63.796087177656,11,20,2013,0
-144.412679246241,63.8047604054437,11,20,1983,0
-144.412679246241,63.8134336332314,11,20,1983,0
-144.412679246241,63.8221068610191,11,16,2013,0
-144.412679246241,63.8307800888068,11,16,1983,0
-144.412679246241,63.8394533165946,11,20,1983,0
-144.412679246241,63.8481265443823,11,16,1983,0
-144.412679246241,63.85679977217,11,5,2013,0
-144.412679246241,63.8654729999577,11,4,2013,0
-144.412679246241,63.8741462277454,11,3,2013,0
-144.412679246241,63.8828194555332,11,16,1983,0
-144.412679246241,63.8914926833209,11,16,2013,0
-144.412679246241,63.9868981889858,11,20,1983,0
-144.412679246241,63.9955714167735,11,20,1983,0
-144.412679246241,64.0302643279243,11,7,2013,0
-144.412679246241,64.0389375557121,11,7,2013,0
-144.412679246241,64.0476107834998,11,7,1983,0
-144.412679246241,64.0562840112875,11,7,1983,0
-144.412679246241,64.0649572390752,11,20,1983,0
-144.421352474029,63.6920084442034,10C,13,2013,3
-144.421352474029,63.7006816719911,10C,13,2013,3
-144.421352474029,63.7093548997788,10C,20,2013,3
-144.421352474029,63.7180281275665,10C,3,2013,0
-144.421352474029,63.7527210387174,11,1,2013,0
-144.421352474029,63.7613942665051,11,3,2013,0
-144.421352474029,63.7700674942928,11,3,2013,0
-144.421352474029,63.7787407220805,11,3,2013,0
-144.421352474029,63.7874139498683,11,3,2013,0
-144.421352474029,63.796087177656,11,3,2013,0
-144.421352474029,63.8047604054437,11,3,2013,0
-144.421352474029,63.8134336332314,11,20,1983,0
-144.421352474029,63.8221068610191,11,16,1983,0
-144.421352474029,63.8307800888068,11,35,1983,0
-144.421352474029,63.8394533165946,11,16,1983,0
-144.421352474029,63.8481265443823,11,20,1983,0
-144.421352474029,63.85679977217,11,16,1983,0
-144.421352474029,63.8654729999577,11,5,2013,0
-144.421352474029,63.8741462277454,11,16,2013,0
-144.421352474029,63.8828194555332,11,16,1983,0
-144.421352474029,63.8914926833209,11,2,2013,0
-144.421352474029,63.9868981889858,11,20,1983,0
-144.421352474029,63.9955714167735,11,16,1983,0
-144.421352474029,64.0302643279243,11,15,1983,0
-144.421352474029,64.0389375557121,11,7,2013,0
-144.421352474029,64.0476107834998,11,7,1983,0
-144.421352474029,64.0562840112875,11,7,1983,0
-144.421352474029,64.0649572390752,11,20,1983,0
-144.430025701817,63.6920084442034,10C,13,2013,3
-144.430025701817,63.7006816719911,10C,13,2013,3
-144.430025701817,63.7093548997788,10C,1,2013,3
-144.430025701817,63.7180281275665,10C,2,2013,0
-144.430025701817,63.7527210387174,11,1,2013,0
-144.430025701817,63.7613942665051,11,3,2013,0
-144.430025701817,63.7700674942928,11,3,2013,0
-144.430025701817,63.7787407220805,11,3,2013,0
-144.430025701817,63.7874139498683,11,3,2013,0
-144.430025701817,63.796087177656,11,3,2013,0
-144.430025701817,63.8047604054437,11,3,2013,0
-144.430025701817,63.8134336332314,11,15,2013,0
-144.430025701817,63.8221068610191,11,35,1983,0
-144.430025701817,63.8307800888068,11,20,1983,0
-144.430025701817,63.8394533165946,11,5,2013,0
-144.430025701817,63.8481265443823,11,20,1983,0
-144.430025701817,63.85679977217,11,16,1983,0
-144.430025701817,63.8654729999577,11,16,2013,0
-144.430025701817,63.8741462277454,11,5,2013,0
-144.430025701817,63.8828194555332,11,12,2013,0
-144.430025701817,63.8914926833209,11,16,2013,0
-144.430025701817,64.0302643279243,11,7,2013,0
-144.430025701817,64.0389375557121,11,7,2013,0
-144.430025701817,64.0476107834998,11,7,1983,0
-144.430025701817,64.0562840112875,11,7,1983,0
-144.430025701817,64.0649572390752,11,20,1983,0
-144.438698929604,63.6920084442034,10C,40,1983,3
-144.438698929604,63.7006816719911,10C,13,2013,3
-144.438698929604,63.7093548997788,10C,15,2013,3
-144.438698929604,63.7180281275665,10C,20,2013,0
-144.438698929604,63.7527210387174,11,3,2013,0
-144.438698929604,63.7613942665051,11,3,2013,0
-144.438698929604,63.7874139498683,11,3,2013,0
-144.438698929604,63.796087177656,11,3,2013,0
-144.438698929604,63.8134336332314,11,20,1983,0
-144.438698929604,63.8221068610191,11,35,1983,0
-144.438698929604,63.8307800888068,11,20,1983,0
-144.438698929604,63.8394533165946,11,7,2013,0
-144.438698929604,63.8481265443823,11,20,2013,0
-144.438698929604,63.85679977217,11,20,1983,0
-144.438698929604,63.8654729999577,11,16,1983,0
-144.438698929604,63.8741462277454,11,16,2013,0
-144.438698929604,63.8828194555332,11,12,2013,0
-144.438698929604,63.8914926833209,11,16,1983,0
-144.438698929604,64.0302643279243,11,7,2013,0
-144.438698929604,64.0389375557121,11,15,1983,0
-144.438698929604,64.0476107834998,11,20,1983,0
-144.438698929604,64.0562840112875,11,8,1983,0
-144.438698929604,64.0649572390752,11,20,1983,0
-144.447372157392,63.6920084442034,10C,13,1983,3
-144.447372157392,63.7006816719911,10C,20,1983,3
-144.447372157392,63.7093548997788,10C,16,1983,3
-144.447372157392,63.7180281275665,10C,20,2013,0
-144.447372157392,63.7527210387174,11,3,2013,0
-144.447372157392,63.7613942665051,11,3,2013,0
-144.447372157392,63.8307800888068,11,2,2013,0
-144.447372157392,63.8394533165946,11,16,2013,0
-144.447372157392,63.8481265443823,11,16,1983,0
-144.447372157392,63.85679977217,11,16,1983,0
-144.447372157392,63.8654729999577,11,20,1983,0
-144.447372157392,63.8741462277454,11,16,1983,0
-144.447372157392,63.8828194555332,11,5,2013,0
-144.447372157392,63.8914926833209,11,20,1983,0
-144.447372157392,64.0302643279243,11,15,1983,0
-144.447372157392,64.0389375557121,11,15,1983,0
-144.447372157392,64.0476107834998,11,20,1983,0
-144.447372157392,64.0562840112875,11,7,1983,0
-144.447372157392,64.0649572390752,11,20,1983,0
-144.45604538518,63.6920084442034,10C,13,2013,3
-144.45604538518,63.7006816719911,10C,13,2013,3
-144.45604538518,63.7093548997788,10C,16,1983,3
-144.45604538518,63.7180281275665,10C,1,2013,0
-144.45604538518,63.7613942665051,11,20,2013,0
-144.45604538518,63.8307800888068,11,15,2013,0
-144.45604538518,63.8394533165946,11,10,2013,0
-144.45604538518,63.8481265443823,11,3,2013,0
-144.45604538518,63.85679977217,11,16,1983,0
-144.45604538518,63.8654729999577,11,16,1983,0
-144.45604538518,63.8741462277454,11,20,1983,0
-144.45604538518,63.8828194555332,11,20,1983,0
-144.45604538518,63.8914926833209,11,20,1983,0
-144.45604538518,64.0302643279243,11,7,2013,0
-144.45604538518,64.0389375557121,11,20,1983,0
-144.45604538518,64.0476107834998,11,35,1983,0
-144.45604538518,64.0562840112875,11,20,1983,0
-144.45604538518,64.0649572390752,11,20,1983,0
-144.464718612967,63.6920084442034,10C,16,2013,3
